"x"	Positive	Negative
"Best flight ever: everyone has a row to themselves, and unlimited McCafe (including stickers). Thanks @WestJet!  https://t.co/tOnw3QOX7B"	2	-1
"#WestJet introduces  WestJet Agent  @WestJet https://t.co/tH0vW65jYC"	1	-1
"Shout out to Cara, Heather n Mary-K for your unbelievable service @WestJet in Calgary. #you rock"	2	-2
"@WestJet Thanks to Tara at YHZ baggage services for fast service settling claim!"	2	-1
"What do you mean you just finished \"grooming\" the plane??? @WestJet https://t.co/4jT7WEOnYq"	1	-1
"@WestJet Flight from TOR to MTL cancelled tonight at 6PM. What's the reason? And why is the next flight out only 2 hours later? Ridiculous!"	1	-3
"So glad I checked in and pre-paid for my luggage, 4lbs over got charged  50 USD more and they let this on! Thanks  https://t.co/LWXTsTEtRo"	2	-2
"RT @TomPodolec: Beauty pics of @WestJet #WS2652 from #Toronto missed approach &amp; hold earlier in Sint Maarten. Poor weather/wet runway.  ed  U 00A0  U 00BD  ed  U 00B3  U 00B7 @Ch "	3	-2
"@WestJet - one last question - does lounge have wifi?"	1	-1
"Thanks for the info! RT @WestJet: @TravelSpaLife You are not required to print your vouchers for lounge access."	2	-1
"@WestJet I will be reimbursed ???"	1	-1
"RT @anu1sen: @WestJet #custserviceninjas Ian/Marcela/Theresa/Jeanie/Donna at YYC Arrivals -awesome,prompt help to find/return lost gold rin "	3	-1
"Finally found my phone ! Touchdown in #Arizona #springtraining @WestJet https://t.co/T2uvxbqIJu"	1	-1
"Multi-city bookings and more with re-launched @WestJet Agent #TravelAgents	1	-1
https://t.co/FKkmpMqAam"	1	-1
"@WestJet you charge  25 to check a bag plus  50 for being 4lbs overweight but you can bring a large carry on plus a personal item for free?"	1	-2
"Thanks @WestJet - I have a lounge voucher online. No need to print those to be able to use?"	2	-1
"On @WestJet 2624 &amp; must say that each flight has been the best experience. #bestairline #bestcrew https://t.co/v1WmwzPoMa"	2	-1
"@WestJet that my complaints weren't addressed in a timely manor"	1	-2
"@WestJet no, the issue was with the resort we booked through westjet vacations. We had multiple awful experiences and now I'm annoyed"	1	-4
"@Joannestamp @WestJet Well let's hope you get the funds back!!! Bad service I fly @ILoveFlyPorter  I fly Porter airlines when I am there"	3	-2
"@WestJet what is the problem and why is it going to take so long???"	1	-2
"@daryldavis41 @WestJet apparently.  And I payed a Change fee to fly out early in case of bad weather!"	1	-2
"@Joannestamp @WestJet and they only have 1 guy!!! Wow"	3	-1
"@WestJet I was told the nature of our problems &amp; the fact I'm travelling again with westjet in the coming weeks made my issue a priority"	1	-2
"@WestJet I called over three weeks ago to discuss some horrific problems we had on our westjet vacation and I still haven't been called back"	1	-3
"@WestJet 247"	1	-1
"Waiting in St.John's airport for @WestJet maintenance, the guy lives 20mins away, we've been waiting over an hour???"	1	-1
"@WestJet Plus upgrade for the win!! #fridayvibes #zoneone"	2	-1
"@WestJet ws1487 status please.."	2	-1
"Hey @WestJet - with the construction at Calgary airport, do you still have a lounge open for domestic flights?"	2	-1
"@thereal_fmb @WestJet what?? Ugh. Make the most of it! At least you have @BonnieLynne2  with you ;)"	1	-3
"Just home from #Huatulco Mex. Amazing vacation! Thx to Julio, Roberto &amp; Alex for sharing your stories &amp; knowledge.  https://t.co/DErXM9CFpp"	3	-1
"@CCSD_edu @CCEF_YYC I We also have a SILENT AUCTION starting at 6:30. Tons of great prizes including @WestJet trip for 2 raffle"	4	-1
"RT @SLAPS_StLucia: Ruby,Hoover,Lucky&amp;Seth #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks @WestJet "	2	-1
"@WestJet Missed our flight this morning .....let the Planes, Trains, and Automobiles adventure begin  https://t.co/FGjkGZ8W2m"	1	-2
"@WestJet But our issue is with Guest Support. Which department should I be asking to speak to then- because haven't been impressed so far."	2	-1
"@MarkForwardd hey @WestJet do you over book your fights? Mark need a good  airline"	2	-3
"@WestJet (2) giving improper information- over charging us on flights. Who should we ask to speak to about this then?"	1	-2
"@WestJet If there's a 4-5 WEEK response time, you should probably say that on your website.And the issue we have is with the call centre (1)"	1	-1
"Thank you to @WestJet for FINALLY upgrading the #TravelAgent website. Looks super nice and easy to use! Makes my Life so much easier!!  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB  ed  U 00A0  U 00BD  ed  U 00B1  U 008D  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB "	3	-1
"@WestJet are there weight restrictions on carry on luggage or just dimensions?"	1	-2
"The @WestJet  hold music is pretty funky. Some of it reminds me of Mario Kart and other bits like a disco James Bond. &gt;.&gt;"	3	-1
"@WestJet another great trip from #LAS to #YYZ.  Love the fact you sell beef jerky onboard  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	3	-1
"Almost forgot to thank @WestJet for two lovely flights - to and from London last week. Great service. Great people."	3	-1
"@WestJet Thank you for replying. Having someone answer the customer service email my boyfriend sent on Wednesday morning would be a start."	2	-1
"@WestJet Can I bring a potted plant or terrarium on a plane? Concerned about moist soil being considered \"water.\""	1	-2
"@WestJet can't answer customer issues, terrible trip, and now my next trips double the cost in 12 hours? No wonder we're cancelling our card"	1	-4
"@WestJet @capebretonpost @SandieR_ctv @chronicleherald amazing how a big corporation profits from a #Veteran https://t.co/2AtErsrHLg"	3	-1
"@HyrulerHo @WestJet For the hottest parties in #Vegas contact me  ed  U 00A0  U 00BD  ed  U 00B3  U 00B2 702-904-1688  ed  U 00A0  U 00BC  ed  U 00BE  U 0089 nightclubs U 25AA stripclubs  https://t.co/MsCjNsyNIg  ed  U 00A0  U 00BC  ed  U 00B6  U 0094 21 "	1	-1
"@WestJet happy to share details over pm so you know I'm not a troll."	2	-1
"@WestJet ok, just spoke to someone who said that if we were checked in over the phone they would have been terminated. This is a farce."	1	-2
"@WestJet I assume this is PR speak for \"yes, super screwed\"?"	3	-1
"@WestJet so bookings through 3rd parties are screwed?"	1	-1
"@WestJet Why are Canadian Residents not allowed to check in online when flying back to Canada?"	1	-1
"Officially landed back in #YYJ, that was some intense crosswind action coming in! Thanks @WestJet for getting us home!"	2	-1
"@WestJet can you help?"	1	-1
"@WestJet just did"	1	-1
"Done with the no-fun part (particularly in a driving rain) of this @pdxwinterhawks / @PGCougars playoff road trip. @WestJet gets me now."	2	-1
"@WestJet refused boarding a return flight to YVR. Separated  from my kids."	1	-2
"@WestJet thanks for the worst experience of my life."	2	-3
"RT @HyrulerHo: Just a few hours I will be at #ylw on @WestJet on my way to #vegasbound ..... never flown solo before hope it's a great trip"	3	-1
"RT @scottyjabody: Hey @WestJet after a 5 hour delay waiting another hour and still no luggage...poor form."	2	-2
"@WestJet and then after April 30 when do they start again? Thanks  ed  U 00A0  U 00BD  ed  U 00B9  U 0082 "	2	-1
"@WestJet 20 rows on a smaller plane? Ok, so take out 1 row, give each row an extra 3\" of room, and charge us 5% more to make it up. I'll pay"	1	-2
"RT @belizeshrimp: Thanks for profiling #Belize @WestJet @WestJetMagazine .As #canadian #belizeans we love our #greatwhitenorth visitors! #B "	3	-1
"RT @belizeshrimp: Thanks for profiling #Belize @WestJet @WestJetMagazine .As #canadian #belizeans we love our #greatwhitenorth visitors! #B "	3	-1
"@WestJet when do the direct YYC-OGG flights come out? I'm checking September and don't see any. Or is it seasonal?"	1	-1
"@WestJet already done  ed  U 00A0  U 00BD  ed  U 00B8  U 0080  will have to take the gamble that prices don't go up too much in the meantime. thanks for the quick reply though. ed  U 00A0  U 00BD  ed  U 00B8  U 0080 "	2	-2
"@jesuisjt @JackAttack2393 @WestJet @united Seems as though everything in Trinidad is broken."	1	-2
"oh @WestJet any chance of a seat sale coming up to celebrate the return of service to GLA? would help plannng my trip in Sept.  just sayin' ed  U 00A0  U 00BD  ed  U 00B8  U 0080 "	2	-1
"Thanks for profiling #Belize @WestJet @WestJetMagazine .As #canadian #belizeans we love our #greatwhitenorth visito  https://t.co/4fBaLJUmBU"	3	-1
"@WestJet I think I've had a delay the last four times I've flown westjet. Good times."	2	-2
"Mad props (heehee) to @WestJet. I had to change a few flights for my wife @rose2d2; it only took 5 minutes online and it was so easy.  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	1	-2
"RT @nottoct: @WestJet you did it again thanks for outstanding service! and error has turned in to an adventurer  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  thanks to you exceptio "	3	-2
"The latest The #Abbotsford #Realtor Daily News! https://t.co/1LuVOquNI3 Thanks to @kylenekaelin @WestJet @CamTucker_Sport #vancouver"	2	-1
"A wonderful holiday is behind me nowGoodbye Veradero 4 another year n thank you @WestJet for a most needed relaxing  https://t.co/m6ynkIo7HT"	3	-1
"Just a few hours I will be at #ylw on @WestJet on my way to #vegasbound ..... never flown solo before hope it's a great trip"	3	-1
"RT @WestJet: @mboyz We are so excited. Mike, our fav guest, is waiting in the Vancouver airport to board our flight to Calgary!"	3	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@grandslamcurl @WestJet @MattamyAC @TeamGushue @TeamHoman Looking forward to seeing Canada's best at the Gardens!"	2	-1
"@WestJet has such fantastic customer service, they make travelling EVEN MORE AMAZING!  U 2708  U FE0F "	3	-1
"@westjet for #wingletwednesday. Was shot on Wednesday, but couldn't look at it until today. https://t.co/DP9QtX28Gi"	1	-2
"@WestJet Feb 9 to Feb 16. YXU to MCO. Hoping the direct Friday flight will still be available next year."	2	-1
"@WestJet when will we be able to book flights after Feb 7th 2018? Seems to not be 330 days anymore."	1	-1
"@BlueJays @WestJet @A_Sanch41 of course not"	1	-1
"@jesuisjt @keshss23 @WestJet &amp; @united though... That doesn't happen..."	1	-1
"@WestJet This is true but we have some pretty great people at @LondonDrugs too, especially @LD_StVital! Have a great night!"	3	-1
"@WestJet You're pretty good at the sale!  We're hiring at @LD_StVital, you interested? #Winnipeg"	3	-1
"The @westjet Premium Plus playlist! Here I come leg room! https://t.co/ZHATKwWbBj"	1	-1
"@WestJet Leg room is pretty sweet.  So are cheese plates.  SOLD!"	3	-1
"What do you think @WestJet, should I upgrade to #PremiumPlus? #Edmonton #cheeseplate #legroom"	1	-1
"@WestJet Sweet...our pilots name is Talbot, coincidence I think not. GO OILERS!  ed  U 00A0  U 00BD  ed  U 00B2  U 00AA  ed  U 00A0  U 00BC  ed  U 00BF  U 00BC  #EDMvsANA #Oilers  ed  U 00A0  U 00BC  ed  U 00BF  U 0092  ed  U 00A0  U 00BD  ed  U 00B8  U 008E  ed  U 00A0  U 00BC  ed  U 00BC  U 00B4  ed  U 00A0  U 00BE  ed  U 00B5  U 0085 "	2	-1
"@EdmontonOilers  ed  U 00A0  U 00BE  ed  U 00B4  U 0094 Hey @WestJet hope you are carrying the Oilers game on flight WJ1852 tonight? #Oilers #EDMvsCOL  ed  U 00A0  U 00BC  ed  U 00BF  U 0092  ed  U 00A0  U 00BD  ed  U 00BB  U 00AB  ed  U 00A0  U 00BE  ed  U 00B5  U 0085 "	3	-1
"@grandslamcurl @TeamTirinzoni @WestJet @MattamyAC @TeamGushue @TeamHoman Silvana, plse tell me you will be there !!  https://t.co/71nLs9WN8n"	2	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@BlueJays @WestJet @A_Sanch41 Ahhhh!! Gorgeous puppy!"	3	-1
"@WestJet Your customer service agent (sorry didn't get her name just now) was a rock star.  Thanks!"	2	-2
"@WestJet you did it again thanks for outstanding service! and error has turned in to an adventurer  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  ed  U 00A0  U 00BD  ed  U 00B8  U 00AC  thanks to you exceptional people"	3	-2
"@BlueJays @WestJet @A_Sanch41 @daniellefigz"	1	-1
"At Vancouver airport flying to Calgary with my fave @WestJet"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@WestJet @chronicleherald @capebretonpost @CTVAnchor @CTVAtlantic https://t.co/6PfpxyjyqU"	1	-1
"@WestJet just doesn't make sense that the plane leaving was so late, and then hours after it leaves you notify us"	1	-1
"@WestJet Also I did not have my ID with me before boarding and I had to get my wife to deliver it to the airport. You made my day once again"	1	-1
"@WestJet WS1851... left YYC at 5:42 hawaii time, vs scheduled 3:00. Notification came 9:04. Things happen but could have told us way sooner"	1	-1
"Hey @westjet, maybe when you know a flight is delayed due to another flight, maybe don't wait hours after you know to tell us. #ogg #yyc"	2	-1
"@WestJet @RaddiCd4 all is well thank you, I was rebooked at no extra cost."	2	-1
"@WestJet Much appreciated Westjet for being so accommodating on my unexpected trip cancellation due to a hospital emergency. Thank you!"	2	-2
"@BlueJays @WestJet @A_Sanch41 Aaron, think you have a better wing man there than Marcus!!!!!"	2	-1
"RT @WestJet: Thank you to our WestJetters and guests who continue to give us so many reasons to smile! #InternationalDayOfHappiness 	3	-1
PC: w "	1	-1
"RT @WestJet: @d_duhwit And for your inflight entertainment this evening folks we have the gentleman in 1D and his musical melodies on the k "	1	-1
"@AirCanada Book two tickets on a flight and don't even get to sit together. That seems like a bunch of horseshit. @WestJet from now on."	2	-1
"I Wish @WestJet would reconsider coming back to Brandon. the \"we're not flying for a month &amp; 1/2\" made us think \"route cancelled\" (it did)"	1	-2
"RT @NYCAviation: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/DoIRLUpUW7	1	-2
By @stratoduck #avgeek #SMS https://t. "	1	-1
"@WestJet okay so I don't have to print anything before I get there? That's perfect! Thanks!"	2	-1
"@WestJet can I check in now and pick my seats but print my boarding pass at the airport?"	1	-1
"Ruby,Hoover,Lucky&amp;Seth #rescuedogs  are on their way to #forehomes in #Ontario #Canada from #StLucia!  Thanks  https://t.co/PI3dPy4aPe"	2	-1
"Nice Chinook arch over the @westjet hangar this afternoon. #yyc https://t.co/AIqHWhV6MS"	2	-1
"@NYCAviation @WestJet @stratoduck what an awesome article. Thanks for posting  ed  U 00A0  U 00BD  ed  U 00B1  U 008D "	3	-1
"RT @NYCAviation: Was @WestJet's \"Scary\" Approach Really As Bad As It Seemed? https://t.co/DoIRLUpUW7	1	-2
By @stratoduck #avgeek #SMS https://t. "	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"ICYMI @WestJet will add a Boston Montreal route in October! #BOS #YUL https://t.co/gY5i9HUUen"	1	-1
"RT @WestJet: Who loves a good #WingletWednesday photo? We do!	3	-1
Photo via visual_dmonroy13 on Instagram  U 2708  U FE0F  #WestJet https://t.co/YgbZGapi6B"	1	-1
"Thank you @WestJet crew for taking the picture for this tweet.	2	-1
#bestcrew 	1	-1
https://t.co/UYFjF06noD"	1	-1
"I am eternally grateful to the staff at @WestJet.	2	-1
The customer service staff took my stressful day and took away the pressure. #Thankful"	1	-2
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@WestJet why don't you guys fly to #YCG ? I'm so tired of @AirCanada screwing over their customers in #YCG and #YMM"	1	-2
"@BlueJays @WestJet @A_Sanch41 awesome."	3	-1
"@BlueJays @WestJet @A_Sanch41"	1	-1
"Thank you @WestJet for the great customer service after we encountered problems booking."	3	-2
"@WestJet can you direct me to your marketing rep please? It's for a great cause @SHEroToSheEO #Partnership"	3	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@WestJet https://t.co/dW3sXEit75"	1	-1
"Someone @WestJet really needs to reach out to @FadooBobcat @FAN590.  He likes flying Westjet but has a few concerns..again"	3	-2
"Flight booked @WestJet, check	1	-1
Hotel shuttle booked, check	1	-1
Train travel booked @ViaRail, check	1	-1
Travel insurance @pacbluecross, check"	1	-1
" U 26A1  U FE0F   How airlines are making flying great again 	3	-1
And That Ok. @JenniferAnWorld @WestJet @AirCanada @SunwingVacay 	1	-1
https://t.co/tvB6HBsU5h"	1	-1
"Timeliness and personality of #socialmedia customer complaint response is important to marketing https://t.co/I0Za2CmSdf @AirCanada @WestJet"	1	-2
".@Westjet 737-800 landing in #YXU. Fun times... the camera doesn't shoot well at night, but not bad. @london_airport https://t.co/3bVmZWfgk4"	2	-2
"RT @ottawachamber: Thank you @MNP_LLP, Impact Public Affairs, @CPAcanada, @fairmontlaurier and @WestJet for sponsoring today's Post-Budget "	2	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@BlueJays @WestJet @A_Sanch41 most adorable dogs ever . How old?"	4	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @grandslamcurl: World's best #curling teams set to square off at @WestJet Players' Championship in #Toronto  U 27A1  U FE0F  https://t.co/qaNEfBaSaO # "	2	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@BlueJays @WestJet @A_Sanch41 love the pictures  ed  U 00A0  U 00BD  ed  U 00B0  U 0095  ed  U 00A0  U 00BD  ed  U 00B0  U 00BE "	3	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"Maria at @WestJet is the best! Making customer service awesome.  ed  U 00A0  U 00BD  ed  U 00B1  U 008F  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB  ed  U 00A0  U 00BD  ed  U 00B2  U 0083  ed  U 00A0  U 00BD  ed  U 00B9  U 008C  ed  U 00A0  U 00BC  ed  U 00BF  U 00BB "	3	-1
"@BlueJays @WestJet @A_Sanch41 My poor kitty feels left out..."	1	-2
"When your flight gets hit with a hard delay and you have 9 minutes to make your connection. Let's see how she goes. @WestJet @Delta #YYZLGA"	1	-2
"@BlueJays @A_Sanch41 @WestJet I like dogs, but, really? How about National Starving Children's Day?"	2	-3
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @FlyYQR: There is still time to book #sask's only direct non-stop flight from @flyYQR to @MCO w @WestJet! Book @VisitOrlando @VISITFLORI "	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@BlueJays @WestJet @A_Sanch41 oh my!"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"@BlueJays @WestJet @A_Sanch41 BE STILL MY HEART!"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
"RT @BlueJays: Why is @A_Sanch41 holding this adorable puppy?  ed  U 00A0  U 00BD  ed  U 00B0  U 00B6  ed  U 00A0  U 00BE  ed  U 00B4  U 0094  ed  U 00A0  U 00BD  ed  U 00B8  U 008D 	4	-1
Find out soon in @WestJet's new commercials! https://t.co/G83IQLJL1P"	1	-1
